sh vpn-session full anyconnect

Session Type: AnyConnect ||

Username: saikumbh | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.69 | Public IP: 103.96.18.17 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:08:22 IST Mon Jun 8 2020 | Duration: 9h:22m:49s | Inactivity:  0h:00m:00s | Bytes Tx: 200460345 | Bytes Rx: 234796588 | IP Addr: 10.149.232.69 | Public IP: 103.96.18.17 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:08:22 IST Mon Jun 8 2020 | Duration: 9h:22m:49s | Inactivity:  0h:00m:00s | Bytes Tx: 200460345 | Bytes Rx: 234796588 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 138501 | Audit Session ID: 0a95072a21d050005edd887e | Security Group Tag: none | EasyVPN: 0 |Session ID: 138501 | Audit Session ID: 0a95072a21d050005edd887e | Security Group Tag: none | EasyVPN: 0 ||
Username: sam.david | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.39 | Public IP: 27.62.122.220 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:57:33 IST Mon Jun 8 2020 | Duration: 5h:33m:39s | Inactivity:  0h:00m:00s | Bytes Tx: 596224840 | Bytes Rx: 95258584 | IP Addr: 10.149.232.39 | Public IP: 27.62.122.220 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:57:33 IST Mon Jun 8 2020 | Duration: 5h:33m:39s | Inactivity:  0h:00m:00s | Bytes Tx: 596224840 | Bytes Rx: 95258584 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 138861 | Audit Session ID: 0a95072a21e6d0005eddbe35 | Security Group Tag: none | EasyVPN: 0 |Session ID: 138861 | Audit Session ID: 0a95072a21e6d0005eddbe35 | Security Group Tag: none | EasyVPN: 0 ||
Username: a.kalyani | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.8 | Public IP: 49.206.127.54 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:57:36 IST Mon Jun 8 2020 | Duration: 5h:33m:36s | Inactivity:  0h:00m:00s | Bytes Tx: 1362816980 | Bytes Rx: 127424088 | IP Addr: 10.149.233.8 | Public IP: 49.206.127.54 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:57:36 IST Mon Jun 8 2020 | Duration: 5h:33m:36s | Inactivity:  0h:00m:00s | Bytes Tx: 1362816980 | Bytes Rx: 127424088 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 138862 | Audit Session ID: 0a95072a21e6e0005eddbe38 | Security Group Tag: none | EasyVPN: 0 |Session ID: 138862 | Audit Session ID: 0a95072a21e6e0005eddbe38 | Security Group Tag: none | EasyVPN: 0 ||
Username: kbandaru | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.9 | Public IP: 192.140.155.147 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:58:06 IST Mon Jun 8 2020 | Duration: 5h:33m:06s | Inactivity:  0h:00m:00s | Bytes Tx: 455034960 | Bytes Rx: 167099193 | IP Addr: 10.149.233.9 | Public IP: 192.140.155.147 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:58:06 IST Mon Jun 8 2020 | Duration: 5h:33m:06s | Inactivity:  0h:00m:00s | Bytes Tx: 455034960 | Bytes Rx: 167099193 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 138866 | Audit Session ID: 0a95072a21e720005eddbe56 | Security Group Tag: none | EasyVPN: 0 |Session ID: 138866 | Audit Session ID: 0a95072a21e720005eddbe56 | Security Group Tag: none | EasyVPN: 0 ||
Username: DVenkatr | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.10 | Public IP: 60.243.70.64 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:58:07 IST Mon Jun 8 2020 | Duration: 5h:33m:05s | Inactivity:  0h:00m:00s | Bytes Tx: 168536994 | Bytes Rx: 150813223 | IP Addr: 10.149.233.10 | Public IP: 60.243.70.64 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:58:07 IST Mon Jun 8 2020 | Duration: 5h:33m:05s | Inactivity:  0h:00m:00s | Bytes Tx: 168536994 | Bytes Rx: 150813223 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 138867 | Audit Session ID: 0a95072a21e730005eddbe57 | Security Group Tag: none | EasyVPN: 0 |Session ID: 138867 | Audit Session ID: 0a95072a21e730005eddbe57 | Security Group Tag: none | EasyVPN: 0 ||
Username: bkrishna | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.12 | Public IP: 42.111.130.131 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:58:15 IST Mon Jun 8 2020 | Duration: 5h:32m:57s | Inactivity:  0h:00m:00s | Bytes Tx: 798485298 | Bytes Rx: 1117945798 | IP Addr: 10.149.233.12 | Public IP: 42.111.130.131 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:58:15 IST Mon Jun 8 2020 | Duration: 5h:32m:57s | Inactivity:  0h:00m:00s | Bytes Tx: 798485298 | Bytes Rx: 1117945798 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 138869 | Audit Session ID: 0a95072a21e750005eddbe5f | Security Group Tag: none | EasyVPN: 0 |Session ID: 138869 | Audit Session ID: 0a95072a21e750005eddbe5f | Security Group Tag: none | EasyVPN: 0 ||
Username: kavidevu | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.70 | Public IP: 106.200.162.180 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:59:42 IST Mon Jun 8 2020 | Duration: 5h:31m:30s | Inactivity:  0h:00m:00s | Bytes Tx: 426709648 | Bytes Rx: 96389500 | IP Addr: 10.149.232.70 | Public IP: 106.200.162.180 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:59:42 IST Mon Jun 8 2020 | Duration: 5h:31m:30s | Inactivity:  0h:00m:00s | Bytes Tx: 426709648 | Bytes Rx: 96389500 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 138870 | Audit Session ID: 0a95072a21e760005eddbeb6 | Security Group Tag: none | EasyVPN: 0 |Session ID: 138870 | Audit Session ID: 0a95072a21e760005eddbeb6 | Security Group Tag: none | EasyVPN: 0 ||
Username: mana | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.115 | Public IP: 223.228.149.79 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:59:43 IST Mon Jun 8 2020 | Duration: 5h:31m:29s | Inactivity:  0h:00m:00s | Bytes Tx: 708613757 | Bytes Rx: 143980992 | IP Addr: 10.149.232.115 | Public IP: 223.228.149.79 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:59:43 IST Mon Jun 8 2020 | Duration: 5h:31m:29s | Inactivity:  0h:00m:00s | Bytes Tx: 708613757 | Bytes Rx: 143980992 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 138871 | Audit Session ID: 0a95072a21e770005eddbeb7 | Security Group Tag: none | EasyVPN: 0 |Session ID: 138871 | Audit Session ID: 0a95072a21e770005eddbeb7 | Security Group Tag: none | EasyVPN: 0 ||
Username: divythiy | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.41 | Public IP: 60.243.5.109 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:02:32 IST Mon Jun 8 2020 | Duration: 5h:28m:40s | Inactivity:  0h:00m:00s | Bytes Tx: 704764596 | Bytes Rx: 135425853 | IP Addr: 10.149.232.41 | Public IP: 60.243.5.109 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:02:32 IST Mon Jun 8 2020 | Duration: 5h:28m:40s | Inactivity:  0h:00m:00s | Bytes Tx: 704764596 | Bytes Rx: 135425853 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 138879 | Audit Session ID: 0a95072a21e7f0005eddbf60 | Security Group Tag: none | EasyVPN: 0 |Session ID: 138879 | Audit Session ID: 0a95072a21e7f0005eddbf60 | Security Group Tag: none | EasyVPN: 0 ||
Username: vmurukur | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.26 | Public IP: 49.207.134.21 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:02:35 IST Mon Jun 8 2020 | Duration: 5h:28m:37s | Inactivity:  0h:00m:00s | Bytes Tx: 606959335 | Bytes Rx: 75175788 | IP Addr: 10.149.232.26 | Public IP: 49.207.134.21 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:02:35 IST Mon Jun 8 2020 | Duration: 5h:28m:37s | Inactivity:  0h:00m:00s | Bytes Tx: 606959335 | Bytes Rx: 75175788 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 138880 | Audit Session ID: 0a95072a21e800005eddbf63 | Security Group Tag: none | EasyVPN: 0 |Session ID: 138880 | Audit Session ID: 0a95072a21e800005eddbf63 | Security Group Tag: none | EasyVPN: 0 ||
Username: nisambur | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.187 | Public IP: 42.111.139.29 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:02:46 IST Mon Jun 8 2020 | Duration: 5h:28m:26s | Inactivity:  0h:00m:00s | Bytes Tx: 607559712 | Bytes Rx: 84798268 | IP Addr: 10.149.232.187 | Public IP: 42.111.139.29 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:02:46 IST Mon Jun 8 2020 | Duration: 5h:28m:26s | Inactivity:  0h:00m:00s | Bytes Tx: 607559712 | Bytes Rx: 84798268 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 138881 | Audit Session ID: 0a95072a21e810005eddbf6e | Security Group Tag: none | EasyVPN: 0 |Session ID: 138881 | Audit Session ID: 0a95072a21e810005eddbf6e | Security Group Tag: none | EasyVPN: 0 ||
Username: akarmur | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.13 | Public IP: 157.32.81.91 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:02:56 IST Mon Jun 8 2020 | Duration: 5h:28m:16s | Inactivity:  0h:00m:00s | Bytes Tx: 153619513 | Bytes Rx: 88904316 | IP Addr: 10.149.233.13 | Public IP: 157.32.81.91 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:02:56 IST Mon Jun 8 2020 | Duration: 5h:28m:16s | Inactivity:  0h:00m:00s | Bytes Tx: 153619513 | Bytes Rx: 88904316 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 138882 | Audit Session ID: 0a95072a21e820005eddbf78 | Security Group Tag: none | EasyVPN: 0 |Session ID: 138882 | Audit Session ID: 0a95072a21e820005eddbf78 | Security Group Tag: none | EasyVPN: 0 ||
Username: kamalkvm | Group: Normal_MacAuth | Tunnel Group: TCL_Normal_Mac | IP Addr: 10.149.233.14 | Public IP: 150.129.88.209 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:03:03 IST Mon Jun 8 2020 | Duration: 5h:28m:09s | Inactivity:  0h:00m:00s | Bytes Tx: 315382170 | Bytes Rx: 203092604 | IP Addr: 10.149.233.14 | Public IP: 150.129.88.209 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:03:03 IST Mon Jun 8 2020 | Duration: 5h:28m:09s | Inactivity:  0h:00m:00s | Bytes Tx: 315382170 | Bytes Rx: 203092604 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 138883 | Audit Session ID: 0a95072a21e830005eddbf7f | Security Group Tag: none | EasyVPN: 0 |Session ID: 138883 | Audit Session ID: 0a95072a21e830005eddbf7f | Security Group Tag: none | EasyVPN: 0 ||
Username: pghangal | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.17 | Public IP: 157.33.171.146 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:03:34 IST Mon Jun 8 2020 | Duration: 5h:27m:38s | Inactivity:  0h:00m:00s | Bytes Tx: 147853585 | Bytes Rx: 62737930 | IP Addr: 10.149.233.17 | Public IP: 157.33.171.146 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:03:34 IST Mon Jun 8 2020 | Duration: 5h:27m:38s | Inactivity:  0h:00m:00s | Bytes Tx: 147853585 | Bytes Rx: 62737930 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 138888 | Audit Session ID: 0a95072a21e880005eddbf9e | Security Group Tag: none | EasyVPN: 0 |Session ID: 138888 | Audit Session ID: 0a95072a21e880005eddbf9e | Security Group Tag: none | EasyVPN: 0 ||
Username: vaijayanthi.a | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.21 | Public IP: 49.207.137.156 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:04:02 IST Mon Jun 8 2020 | Duration: 5h:27m:10s | Inactivity:  0h:00m:00s | Bytes Tx: 754276020 | Bytes Rx: 179962740 | IP Addr: 10.149.233.21 | Public IP: 49.207.137.156 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:04:02 IST Mon Jun 8 2020 | Duration: 5h:27m:10s | Inactivity:  0h:00m:00s | Bytes Tx: 754276020 | Bytes Rx: 179962740 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 138897 | Audit Session ID: 0a95072a21e910005eddbfba | Security Group Tag: none | EasyVPN: 0 |Session ID: 138897 | Audit Session ID: 0a95072a21e910005eddbfba | Security Group Tag: none | EasyVPN: 0 ||
Username: raghulne | Group: Normal_MacAuth | Tunnel Group: TCL_Normal_Mac | IP Addr: 10.149.232.20 | Public IP: 113.193.147.139 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:04:30 IST Mon Jun 8 2020 | Duration: 5h:26m:42s | Inactivity:  0h:00m:00s | Bytes Tx: 167598527 | Bytes Rx: 66240267 | IP Addr: 10.149.232.20 | Public IP: 113.193.147.139 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:04:30 IST Mon Jun 8 2020 | Duration: 5h:26m:42s | Inactivity:  0h:00m:00s | Bytes Tx: 167598527 | Bytes Rx: 66240267 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 138899 | Audit Session ID: 0a95072a21e930005eddbfd6 | Security Group Tag: none | EasyVPN: 0 |Session ID: 138899 | Audit Session ID: 0a95072a21e930005eddbfd6 | Security Group Tag: none | EasyVPN: 0 ||
Username: cmadapat | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.117 | Public IP: 171.49.248.147 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:05:18 IST Mon Jun 8 2020 | Duration: 5h:25m:54s | Inactivity:  0h:00m:00s | Bytes Tx: 274300175 | Bytes Rx: 55510032 | IP Addr: 10.149.232.117 | Public IP: 171.49.248.147 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:05:18 IST Mon Jun 8 2020 | Duration: 5h:25m:54s | Inactivity:  0h:00m:00s | Bytes Tx: 274300175 | Bytes Rx: 55510032 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 138905 | Audit Session ID: 0a95072a21e990005eddc006 | Security Group Tag: none | EasyVPN: 0 |Session ID: 138905 | Audit Session ID: 0a95072a21e990005eddc006 | Security Group Tag: none | EasyVPN: 0 ||
Username: SPathuri | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.122 | Public IP: 157.44.83.236 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:05:38 IST Mon Jun 8 2020 | Duration: 5h:25m:34s | Inactivity:  0h:00m:00s | Bytes Tx: 562258254 | Bytes Rx: 127002287 | IP Addr: 10.149.232.122 | Public IP: 157.44.83.236 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:05:38 IST Mon Jun 8 2020 | Duration: 5h:25m:34s | Inactivity:  0h:00m:00s | Bytes Tx: 562258254 | Bytes Rx: 127002287 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 138910 | Audit Session ID: 0a95072a21e9e0005eddc01a | Security Group Tag: none | EasyVPN: 0 |Session ID: 138910 | Audit Session ID: 0a95072a21e9e0005eddc01a | Security Group Tag: none | EasyVPN: 0 ||
Username: ysivakum | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.92 | Public IP: 49.206.126.226 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:05:53 IST Mon Jun 8 2020 | Duration: 5h:25m:19s | Inactivity:  0h:00m:00s | Bytes Tx: 635751438 | Bytes Rx: 262247227 | IP Addr: 10.149.232.92 | Public IP: 49.206.126.226 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:05:53 IST Mon Jun 8 2020 | Duration: 5h:25m:19s | Inactivity:  0h:00m:00s | Bytes Tx: 635751438 | Bytes Rx: 262247227 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 138913 | Audit Session ID: 0a95072a21ea10005eddc029 | Security Group Tag: none | EasyVPN: 0 |Session ID: 138913 | Audit Session ID: 0a95072a21ea10005eddc029 | Security Group Tag: none | EasyVPN: 0 ||
Username: gkousthu | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.124 | Public IP: 49.207.134.21 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:06:04 IST Mon Jun 8 2020 | Duration: 5h:25m:08s | Inactivity:  0h:00m:00s | Bytes Tx: 893120186 | Bytes Rx: 265364617 | IP Addr: 10.149.232.124 | Public IP: 49.207.134.21 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:06:04 IST Mon Jun 8 2020 | Duration: 5h:25m:08s | Inactivity:  0h:00m:00s | Bytes Tx: 893120186 | Bytes Rx: 265364617 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 138915 | Audit Session ID: 0a95072a21ea30005eddc034 | Security Group Tag: none | EasyVPN: 0 |Session ID: 138915 | Audit Session ID: 0a95072a21ea30005eddc034 | Security Group Tag: none | EasyVPN: 0 ||
